epoch;loss;time;cer
000;137.726;1244.901;1.000
001;130.276;1235.291;0.808
002;104.106;1215.596;0.568
003;85.086;1208.689;0.454
004;73.004;1202.259;0.363
005;63.670;1207.100;0.301
006;56.918;1184.402;0.264
007;51.850;1261.034;0.237
008;48.050;1181.052;0.221
009;44.753;1173.435;0.208
010;42.239;1254.700;0.201
011;39.808;1514.320;0.183
012;37.779;1254.667;0.190
